RED_IZO;IČO;Zřizovatel;Území;ORP;Plný název;Zkrácený název - NÁZEV ŠKOLY DO DATABÁZE (pro generování adresy na obálky);NÁZEV DO ROLOVACÍHO VÝBĚRU;ULICE + POPISNÉ ČÍSLO DO DATABÁZE;Ulice;č.p.;č.or.;č.obce;PSČ;Město + č.p. u malých obcí bez ulic - DO ADRESY;Město (SLOUPEC ZACHOVÁN KVŮLI VZORCŮM);Telefon;Fax;Email 1;Email 2;WWW;ID datové schránky;Ředitel;X;je OVM;
650007557; 26787806;5;CZ0802;8107;Gymnázium BESKYDY MOUNTAIN ACADEMY, s.r.o.;Gymnázium BMA, s.r.o.;Frýdlant nad Ostravicí – Gymnázium BMA, s.r.o.;Dvořákova 1269;Dvořákova;1269;;Frýdlant;73911;Frýdlant nad Ostravicí;Frýdlant nad Ostravicí;558 675 211;558 675 211;osbma@gymnaziumbma.cz;;www.gymnaziumbma.cz;;Ing. Danuta Pokorná;C00;ANO;
600016251; 00601403;7;CZ0802;8107;Gymnázium, Frýdlant nad Ostravicí, nám. T. G. Masaryka 1260, příspěvková organizace;Gymnázium;Frýdlant nad Ostravicí – Gymnázium Nám. T. G. Masaryka;Nám. T. G. Masaryka 1260;Nám. T. G. Masaryka;1260;;Frýdlant;73911;Frýdlant nad Ostravicí;Frýdlant nad Ostravicí;558 443 140;558 677 297;gymfrydl@gymfrydl.cz;;www.gymfrydl.cz;;Ing. Petra Schwarzová;C00;ANO;
600010511; 46748067;7;CZ0513;5102;Gymnázium, Frýdlant, Mládeže 884, příspěvková organizace;Gymnázium, příspěvková organizace;Frýdlant – Gymnázium, příspěvková organizace;Mládeže 884;Mládeže;884;;Frýdlant;46401;Frýdlant;Frýdlant;482 312 078;482 312 468;pavel.cumpelik@gymfry.cz;gymfry@gymfry.cz;www.gymfry.cz;;Mgr. Pavel Čumpelík;C00;ANO;
600016471; 62331558;7;CZ0803;8108;Gymnázium, Havířov-Město, Komenského 2, příspěvková organizace;Gymnázium;Havířov – Gymnázium J. A. Komenského;J. A. Komenského 328/2;J. A. Komenského;328;2;Město;73601;Havířov;Havířov;596 811 078;596 810 439;gkh@gkh.cz;simekpetr@gkh.cz;www.gkh.cz;nccfxj7;PhDr. Petr Šimek;C00;ANO;
600016684; 62331582;7;CZ0803;8108;Gymnázium, Havířov-Podlesí, příspěvková organizace;Gymnázium;Havířov – Gymnázium Studentská;Studentská 1198/11;Studentská;1198;11;Podlesí;73601;Havířov;Havířov;596 411 156;596 475 054;gymnazium@gsh.cz;tomis@gsh.cz;http://www.gsh.cz;;PhDr. Mgr. Hana Čížová;C00;ANO;
600171230; 13644271;7;CZ0803;8108;Střední škola, Havířov-Prostřední Suchá, příspěvková organizace;Střední škola;Havířov – Střední škola Kapitána Jasioka;Kapitána Jasioka 635/50;Kapitána Jasioka;635;50;Prostřední Suchá;73564;Havířov;Havířov;553 401 731;597 579 062;reditel@stredniskola-sucha.cz;sekretariat@stredniskola-sucha.cz;www.stredniskola-sucha.cz;8w3jcbk;Mgr. Petr Szymeczek;C00L13;ANO;
600011500; 60126621;7;CZ0631;6102;Gymnázium Havlíčkův Brod;Gymnázium Havlíčkův Brod;Havlíčkův Brod – Gymnázium Havlíčkův Brod;Štáflova 2063;Štáflova;2063;;Havlíčkův Brod;58001;Havlíčkův Brod;Havlíčkův Brod;569 669 330;569 669 354;ghb@ghb.cz;;www.ghb.cz;m26v2pr;PhDr. Hynek Bouchal, Ph.D.;C00;ANO;
600011852; 60103329;7;CZ0531;5302;Gymnázium K. V. Raise a Střední odborné učiliště, Hlinsko, Adámkova 55;Gymnázium K. V. Raise a SOU;Hlinsko – Gymnázium K. V. Raise a SOU;Adámkova třída 55;Adámkova třída;55;;Hlinsko;53901;Hlinsko;Hlinsko;469 311 190;469 311 292;red@gymhlinsko.cz;;http://www.gymhlinsko.cz;3z4wwnj;RNDr. Rostislav Dvořáček;C00;ANO;
600017249; 47813091;7;CZ0805;8109;Gymnázium Josefa Kainara, Hlučín, příspěvková organizace;Gymnázium Josefa Kainara;Hlučín – Gymnázium Josefa Kainara;Dr. Ed. Beneše 586/7;Dr. Ed. Beneše;586;7;Hlučín;74801;Hlučín;Hlučín;553 876 030;není;mail@ghlucin.cz;;www.ghlucin.cz;;PhDr. Charlotta Grenarová;C00L13;ANO;
600014673; 00559130;7;CZ0645;6206;Gymnázium, Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky Hodonín, příspěvková organizace;Gy, OA a JŠ s právem státní JZ;Hodonín – Gy, OA a JŠ s právem státní JZ;Legionářů 813/1;Legionářů;813;1;Hodonín;69511;Hodonín;Hodonín;518 342 558 -9;518 342 560;podatelna@goah.cz;podatelna@gymhodonin.cz;http://www.goah.cz;2fq2nk9;Mgr. Jan Marenčík;C00F20L13;ANO;
600015050; 47935774;7;CZ0721;7202;Gymnázium Ladislava Jaroše Holešov;Gymnázium L. Jaroše;Holešov – Gymnázium L. Jaroše;Palackého 524/37;Palackého;524;37;Holešov;76901;Holešov;Holešov;573 396 098;573 398 966;gym.hol@gymhol.cz;;www.gymhol.cz;4erw8ns;PaedDr. Zdeněk Janalík;C00L13;ANO;
600012301; 48161101;7;CZ0532;5303;Gymnázium Dr. Emila Holuba, Holice, Na Mušce 1110;Gymnázium Dr. Emila Holuba;Holice – Gymnázium Dr. Emila Holuba;Na Mušce 1110;Na Mušce;1110;;Holice;53401;Holice;Holice;466 682 265;466 682 266;gyholi@gyholi.cz;dankova@gyholi.cz;http://www.gyholi.cz;8vtv7ub;Mgr. Andrea Daňková;C00L11;ANO;
691006521; 03230759;5;CZ0522;5204;Hořické gymnázium;Hořické gymnázium;Hořice – Hořické gymnázium;Blahoslavova 2105;Blahoslavova;2105;;Hořice;50801;Hořice;Hořice;737 646 071;není;sandova@gymhorice.cz;;www.gymhorice.cz;;Mgr. Šárka Šandová;C00;ANO;
691012458; 06668364;7;CZ0522;5204;Zemědělská akademie a Gymnázium Hořice - střední škola a vyšší odborná škola, příspěvková organizace;Zem. akademie a Gymn. Hořice - SŠ a VOŠ;Hořice – Zem. akademie a Gymn. Hořice - SŠ a VOŠ;Riegrova 1403;Riegrova;1403;;Hořice;50801;Hořice;Hořice;493 623 021;není;info@gozhorice.cz;;http://www.gozhorice.cz;;Ing. Stanislav Neuman;C00E00H22L11L13M30;ANO;
600006816; 47558458;7;CZ0202;2108;Gymnázium Václava Hraběte, Hořovice, Jiráskova 617;Gymnázium Václava Hraběte;Hořovice – Gymnázium Václava Hraběte;Jiráskova 617/6;Jiráskova;617;6;Hořovice;26801;Hořovice;Hořovice;311 512 035;311 512 957;gvh@gvh.cz;;www.gvh.cz;h54w8jr;PhDr. Jiří Vlček;C00;ANO;
691002339; 72081422;7;CZ020A;2105;Gymnázium Hostivice, příspěvková organizace;Gymnázium;Hostivice – Gymnázium Komenského;Komenského 141;Komenského;141;;Hostivice;25301;Hostivice;Hostivice;220 571 420;není;info@gymnazium-hostivice.cz;;http://www.gymnazium-hostivice.cz;rxxw724;Ing. Petra Šnajberková;C00;ANO;
691000794; 71341072;6;CZ0521;5205;Biskupské gymnázium, církevní základní škola, mateřská škola a základní umělecká škola Hradec Králové;Biskupské gymnázium, círk. ZŠ, MŠ a ZUŠ;Hradec Králové – Biskupské gymnázium, círk. ZŠ, MŠ a ZUŠ;Orlické nábřeží 356/1;Orlické nábřeží;356;1;Hradec Králové;50003;Hradec Králové;Hradec Králové;495 513 744;495 513 744;skola@bisgymbb.cz;;http://www.bisgymbb.cz;zz4rac8;Mgr. Jiří Vojáček;A00B00C00F10G21G22L13;ANO;
600011666; 62690043;7;CZ0521;5205;Gymnázium Boženy Němcové, Hradec Králové, Pospíšilova tř. 324;Gymnázium Boženy Němcové;Hradec Králové – Gymnázium Boženy Němcové;Pospíšilova 324/7;Pospíšilova;324;7;Hradec Králové;50003;Hradec Králové;Hradec Králové;495 514 691;495 514 693;gbn@gybon.cz;;www.gybon.cz;3hjx86q;Mgr. Jan Štěrba;C00;ANO;
600011674; 62690060;7;CZ0521;5205;Gymnázium J. K. Tyla, Hradec Králové, Tylovo nábř. 682;Gymnázium J. K. Tyla;Hradec Králové – Gymnázium J. K. Tyla;Tylovo nábřeží 682/12;Tylovo nábřeží;682;12;Hradec Králové;50002;Hradec Králové;Hradec Králové;702 292 424;není;kancelar@gjkt.cz;;http://www.gjkt.cz;2cdxiqu;Mgr. Bc. Matěj Ondřej Havel, Ph.D.;C00L11;ANO;
600011615; 25262297;5;CZ0521;5205;První soukromé jazykové gymnázium Hradec Králové spol. s r.o.;První soukr.jazyk.gymnázium Hradec Král.;Hradec Králové – První soukr.jazyk.gymnázium Hradec Král.;Brandlova 875/15;Brandlova;875;15;Slezské Předměstí;50003;Hradec Králové;Hradec Králové;495 543 141;495 407 347;ladislav.bartuska@psjg.cz;bartuska.ladislav@psjg.cz;psjg.cz;msnvj77;PhDr. Ladislav Bartůška;C00;ANO;
691004048; 71341501;5;CZ0521;5205;Střední škola Sion High School, Hradec Králové;SŠ Sion High School;Hradec Králové – SŠ Sion High School;Na Kotli 1201/27;Na Kotli;1201;27;;50009;Hradec Králové;Hradec Králové;495 263 623;495 270 153;info@highschool.cz;highschool@sion.cz;highschool.cz;;Mgr. Tomáš Zuščák, Ph.D.;C00;ANO;
600017788; 70259909;7;CZ0714;7101;Gymnázium, Hranice, Zborovská 293;Gymnázium;Hranice – Gymnázium Zborovská;Zborovská 293;Zborovská;293;;Hranice I-Město;75301;Hranice;Hranice;581 601 649;;gymnazium@gymnaziumhranice.cz;kolarova@gymnaziumhranice.cz;www.gymnaziumhranice.cz;;PhDr. Radovan Langer;C00;ANO;
600008410; 62540041;7;CZ0633;6103;Gymnázium dr. A. Hrdličky, Humpolec, Komenského 147;Gymnázium dr. A. Hrdličky;Humpolec – Gymnázium dr. A. Hrdličky;Komenského 147;Komenského;147;;Humpolec;39601;Humpolec;Humpolec;565 502 210 ,11;565 502 212;red@gymhu.cz;;www.gymhu.cz;dpatrxg;Mgr. Hana Havelková;C00;ANO;
600014134; 60680369;7;CZ0644;6207;Gymnázium T. G. Masaryka Hustopeče, příspěvková organizace;Gymnázium T.G. Masaryka;Hustopeče – Gymnázium T.G. Masaryka;Dukelské nám. 31/7;Dukelské nám.;31;7;Hustopeče;69331;Hustopeče;Hustopeče;519 360 560;519 360 570;j-vesela@gymhust.cz;reditel@gymhust.cz;http://www.gymhust.cz;;Mgr. Radim Šebesta;C00;ANO;
600009009; 47723386;7;CZ0411;4102;Gymnázium Cheb, příspěvková organizace;Gymnázium Cheb;Cheb – Gymnázium Cheb;Nerudova 2283/7;Nerudova;2283;7;Cheb;35002;Cheb;Cheb;739 322 319 ,734173927;není;kocvara@gymcheb.cz;gymcheb@gymcheb.cz;http://www.gymcheb.cz;m23mjrq;RNDr., Ing. Jaroslav Kočvara;C00;ANO;
600009076; 25249355;5;CZ0411;4102;Svobodná chebská škola, základní škola a gymnázium s.r.o.;Svob.cheb.škola, ZŠ a gymnázium s.r.o.;Cheb – Svob.cheb.škola, ZŠ a gymnázium s.r.o.;Jánské náměstí 256/15;Jánské náměstí;256;15;Cheb;35002;Cheb;Cheb;354 430 301;354 430 301;schs@schs.cz;;www.schs.cz;5mc5m6u;Ing. Lenka Malkovská;B00C00G21;ANO;
600010287; 61342645;7;CZ0422;4203;Gymnázium, Chomutov, Mostecká 3000, příspěvková organizace;Gymnázium;Chomutov – Gymnázium Mostecká;Mostecká 3000;Mostecká;3000;;Chomutov;43001;Chomutov;Chomutov;474 624 140;474 624 140;info@gymcv.cz;;http://www.gymcv.cz;;Mgr. Jaroslav Zahrádka;C00;ANO;
600011526; 60126639;7;CZ0631;6104;Gymnázium Chotěboř;Gymnázium Chotěboř;Chotěboř – Gymnázium Chotěboř;Jiráskova 637;Jiráskova;637;;Chotěboř;58301;Chotěboř;Chotěboř;569 669 361;569 669 360;gch@gch.cz;simon@gch.cz;www.gch.cz;9t3trsu;Mgr. Vladislav Smejkal;C00;ANO;
600011887; 60103337;7;CZ0531;5304;Gymnázium Josefa Ressela, Chrudim, Olbrachtova 291;Gymnázium Josefa Ressela;Chrudim – Gymnázium Josefa Ressela;Olbrachtova 291;Olbrachtova;291;;Chrudim IV;53701;Chrudim;Chrudim;469 669 522;469 669 500;info@gjr.cz;reditel@gjr.cz;http://www.gjr.cz;;Mgr. Klára Jelinková;C00L11;ANO;
600014053; 66596769;7;CZ0643;6208;Gymnázium Jana Blahoslava Ivančice, příspěvková organizace;Gymnázium Jana Blahoslava;Ivančice – Gymnázium Jana Blahoslava;Lány 859/2;Lány;859;2;Ivančice;66491;Ivančice;Ivančice;546 451 110;546 451 109;gjbi@gjbi.cz;reditel@gjbi.cz;www.gjbi.cz;tr9ybpk;Ing. Ivana Čermáková;C00;ANO;
600171744; 60252537;7;CZ0512;5103;Gymnázium Dr. Antona Randy, Jablonec nad Nisou, příspěvková organizace;Gymnázium Dr. A. Randy, přísp. org.;Jablonec nad Nisou – Gymnázium Dr. A. Randy, přísp. org.;Dr. Randy 4096/13;Dr. Randy;4096;13;Jablonec nad Nisou;46601;Jablonec nad Nisou;Jablonec nad Nisou;483 737 611;483 737 699;gymrandy13@randovka.cz;hofrichter@randovka.cz;www.randovka.cz;skkkkgi;RNDr. Tomáš Hofrichter, Ph.D.;C00;ANO;
600010449; 60252758;7;CZ0512;5103;Gymnázium, Jablonec nad Nisou, U Balvanu 16, příspěvková organizace;Gymnázium, příspěvková organizace;Jablonec nad Nisou – Gymnázium, příspěvková organizace;U Balvanu 764/16;U Balvanu;764;16;Jablonec nad Nisou;46601;Jablonec nad Nisou;Jablonec nad Nisou;483 320 086;483 320 086;gymnazium@gymjbc.cz;kozlovsky.jiri@gymjbc.cz;http://www.gymjbc.cz;;Mgr. Jiří Kozlovský;C00;ANO;
600012123; 48623695;7;CZ0523;5206;Gymnázium Jaroslava Žáka, Jaroměř;Gymnázium Jaroslava Žáka;Jaroměř – Gymnázium Jaroslava Žáka;Lužická 423;Lužická;423;;Pražské Předměstí;55101;Jaroměř;Jaroměř;491 812 498;491 810 167;reditel@goajaro.cz;admin@goajaro.cz;www.goajaro.cz;f3xzp92;Mgr. Karel Hübner;C00;ANO;
651024617; 27383512;5;CZ020A;2105;Sunny Canadian International School - Základní škola a Gymnázium, s.r.o.;Sunny Canadian IS-ZŠ a Gymnázium, s.r.o.;Jesenice – Sunny Canadian IS-ZŠ a Gymnázium, s.r.o.;Straková 522;Straková;522;;Osnice;25242;Jesenice;Jesenice;241 430 824;není;reditel@sunnycanadian.cz;ekonom@sunnycanadian.cz;http://www.sunnycanadian.cz;;Mgr. Ondřej Machů;B00C00G21G22L11L13;ANO;
600018351; 60045141;7;CZ0711;7102;Gymnázium, Jeseník, Komenského 281;Gymnázium;Jeseník – Gymnázium Komenského;Komenského 281/3;Komenského;281;3;Jeseník;79001;Jeseník;Jeseník;584 411 429;584 412 072;javurek@gymjes.cz;skola@gymjes.cz;www.gymjes.cz;;PaedDr. Antonín Javůrek;C00L13;ANO;
600012751; 62032011;7;CZ0533;5308;Gymnázium, Jevíčko, A. K. Vitáka 452;Gymnázium;Jevíčko – Gymnázium A. K. Vitáka;A. K. Vitáka 452;A. K. Vitáka;452;;Jevíčko;56943;Jevíčko;Jevíčko;461 327 805;461 327 831;info@gymjev.cz;;http://www.gymjev.cz;;Mgr. et Mgr. Lucie Škvařilová;C00H22L11;ANO;
600011992; 60116781;7;CZ0522;5207;Lepařovo gymnázium, Jičín, Jiráskova 30;Lepařovo gymnázium;Jičín – Lepařovo gymnázium;Jiráskova 30;Jiráskova;30;;Holínské Předměstí;50601;Jičín;Jičín;493 533 005;493 532 404;skola@gymjc.cz;rancakova@gymjc.cz;www.gymjc.cz;;Mgr. Miloš Chlumský;C00;ANO;
600014746; 60545984;7;CZ0632;6105;Gymnázium Jihlava;Gymnázium Jihlava;Jihlava – Gymnázium Jihlava;Jana Masaryka 1560/1;Jana Masaryka;1560;1;Jihlava;58601;Jihlava;Jihlava;567 579 740;není;podatelna@gymnaziumjihlava.cz;reditelna@gymnaziumjihlava.cz;www.gymnaziumjihlava.cz;86nubkd;Mgr. Pavel Suk;C00;ANO;
600014932; 25571338;5;CZ0632;6105;Soukromé gymnázium AD FONTES, o.p.s.;Soukromé gymnázium AD FONTES, o.p.s.;Jihlava – Soukromé gymnázium AD FONTES, o.p.s.;Fibichova 909/18;Fibichova;909;18;Jihlava;58601;Jihlava;Jihlava;567 300 853;není;adfontes@iol.cz;;http://www.adfontes.cz;;Mgr. Milada Papoušková;C00;ANO;
600171752; 00856037;7;CZ0514;5104;Gymnázium, Střední odborná škola a Střední zdravotnická škola, Jilemnice, příspěvková organizace;Gymn., SOŠ a Střední zdravot. škola;Jilemnice – Gymn., SOŠ a Střední zdravot. škola;Tkalcovská 460;Tkalcovská;460;;Jilemnice;51401;Jilemnice;Jilemnice;481 549 249;481 549 240;reditel@gymjil.cz;zastupce@gymjil.cz;http://www.gymjil.cz;;Mgr. Daniel Martinek, LL.M.;C00H22;ANO;
600008282; 60816767;7;CZ0313;3105;Gymnázium Vítězslava Nováka, Jindřichův Hradec, Husova 333;Gymnázium Vítězslava Nováka;Jindřichův Hradec – Gymnázium Vítězslava Nováka;Husova 333;Husova;333;;Jindřichův Hradec II;37701;Jindřichův Hradec;Jindřichův Hradec;384 361 253;není;sekretariat@gvn.cz;;http://www.gvn.cz;;Mgr. Anna Kohoutová;C00L11;ANO;
600077594; 00830232;2;CZ0422;4203;Městské gymnázium a Základní škola Jirkov;Městské gymnázium a Základní škola;Jirkov – Městské gymnázium a Základní škola;Krušnohorská 1675;Krušnohorská;1675;;Jirkov;43111;Jirkov;Jirkov;722 909 119;474 654 219;reditel@4zsjirkov.cz;info@gympljirkov.cz;http://www.4zsjirkov.cz;g7b77x5;Mgr. Martin Reihs;B00C00G21G22L11L13;ANO;
600010295; 61342751;7;CZ0422;4204;Gymnázium, Kadaň, 5. května 620, příspěvková organizace;Gymnázium;Kadaň – Gymnázium 5. května;5. května 620;5. května;620;;Kadaň;43201;Kadaň;Kadaň;474 342 717;474 342 718;info@gymnazium-kadan.cz;reditel@gymnazium-kadan.cz;http://www.gymnazium-kadan.cz;32kx49i;Mgr. Tomáš Oršulák, Ph.D.;C00;ANO;
651016029; 75050081;7;CZ0312;3106;Střední odborná škola a Střední odborné učiliště, Kaplice, Pohorská 86;SOŠ a SOU;Kaplice – SOŠ a SOU;Pohorská 86;Pohorská;86;;Kaplice;38241;Kaplice;Kaplice;380 312 852 ,724107848;380 312 590;info@geukaplice.cz;;http://www.geukaplice.cz;;PhDr. Zdeňka Lovčí;C00H22L12L13;ANO;
600009262; 70845417;7;CZ0412;4103;První české gymnázium v Karlových Varech, příspěvková organizace;První české gymnázium v Karlových Varech;Karlovy Vary – První české gymnázium v Karlových Varech;Národní 445/25;Národní;445;25;Drahovice;36001;Karlovy Vary;Karlovy Vary;353 501 111 ,353501129;353 501 116;skola@gymkvary.eu;papez@gymkvary.eu;http://www.gymkvary.cz;n3wrie9;RNDr. Zdeněk Papež;C00L11;ANO;
600009122; 49753789;7;CZ0412;4103;Střední pedagogická škola, gymnázium a vyšší odborná škola Karlovy Vary, příspěvková organizace;Střední pedagog. škola, gymnázium a VOŠ;Karlovy Vary – Střední pedagog. škola, gymnázium a VOŠ;Lidická 455/40;Lidická;455;40;Drahovice;36001;Karlovy Vary;Karlovy Vary;354 224 722 ,777645654;353 224 711;"info@pedgym-kv.cz; bohuslav.peroutka@pedgym-kv.cz";eva.hruskova@pedgym-kv.cz;http://www.pedgym-kv.cz;;Mgr. Bohuslav Peroutka;C00E00;ANO;
600016480; 62331795;7;CZ0803;8111;Gymnázium, Karviná, příspěvková organizace;Gymnázium;Karviná – Gymnázium Mírová;Mírová 1442/2;Mírová;1442;2;Nové Město;73506;Karviná;Karviná;596 311 197;596 311 197;kancelar@gym-karvina.cz;alan.pieczonka@gym-karvina.cz;http://www.gym-karvina.cz;7wwfxjx;Mgr. Miloš Kučera;C00L11;ANO;
600006972; 61894435;7;CZ0203;2109;Gymnázium, Kladno, nám.Edvarda Beneše 1573;Gymnázium;Kladno – Gymnázium nám. Edvarda Beneše;nám. Edvarda Beneše 1573;nám. Edvarda Beneše;1573;;Kladno;27201;Kladno;Kladno;312 247 149;312 247 253;reditel@gymnasiumkladno.cz;zastupce@gymnasiumkladno.cz;www.gymnasiumkladno.cz;p2qxbrk;RNDr. Milena Minaříková;C00;ANO;
600171728; 61894737;7;CZ0203;2109;Sportovní gymnázium, Kladno, Plzeňská 3103;Sportovní gymnázium;Kladno – Sportovní gymnázium;Plzeňská 3103;Plzeňská;3103;;Kročehlavy;27201;Kladno;Kladno;312 660 398;není;sgagy@volny.cz;;http://www.sgagy.cz;nstw7zp;Mgr. Květoslava Havlůjová;C00L11;ANO;
600010325; 47792931;7;CZ0422;4204;Gymnázium a Střední odborná škola, Klášterec nad Ohří, Chomutovská 459, příspěvková organizace;Gymn.a SOŠ, příspěvková organizace;Klášterec nad Ohří – Gymn.a SOŠ, příspěvková organizace;Chomutovská 459;Chomutovská;459;;Klášterec nad Ohří;43151;Klášterec nad Ohří;Klášterec nad Ohří;474 376 047;474 376 047;gymkl@gymkl.cz;reditel@gymkl.cz;www.gymkl.cz;mf9uia9;Ing. Jaroslava Kovandová;C00L11;ANO;
600009327; 61750972;7;CZ0322;3205;Gymnázium Jaroslava Vrchlického, Klatovy, Národních mučedníků 347;Gymnázium Jaroslava Vrchlického;Klatovy – Gymnázium Jaroslava Vrchlického;Národních mučedníků 347;Národních mučedníků;347;;Klatovy IV;33901;Klatovy;Klatovy;376 313 092 ,376315245;376 310 847;gymkt@klatovynet.cz;vvogeltanz@klatovynet.cz;http://www.klatovynet.cz/gymkt;;Mgr. Václav Vogeltanz;C00;ANO;
600014118; 48455822;2;CZ0644;6207;Městské víceleté gymnázium Klobouky u Brna, příspěvková organizace;Městské víceleté gymnázium;Klobouky u Brna – Městské víceleté gymnázium;Vinařská 719/29;Vinařská;719;29;Klobouky u Brna;69172;Klobouky u Brna;Klobouky u Brna;519 420 066;není;gymklob@seznam.cz;gymklob@seznam.cz;http://www.gymklob.info;getxdhf;RNDr. Přemysl Pokorný;C00;ANO;
600017974; 70259861;7;CZ0714;7109;Gymnázium, Kojetín, Svatopluka Čecha 683;Gymnázium;Kojetín – Gymnázium Svatopluka Čecha;Svatopluka Čecha 683;Svatopluka Čecha;683;;Kojetín I-Město;75201;Kojetín;Kojetín;581 705 333;581 705 341;gkj@gkj.cz;svedova@gkj.cz;http://www.gkj.cz;;Mgr. Květoslava Švédová;C00;ANO;
600007081; 48665819;7;CZ0204;2110;Gymnázium, Kolín III, Žižkova 162;Gymnázium;Kolín – Gymnázium Žižkova;Žižkova 162;Žižkova;162;;Kolín III;28002;Kolín;Kolín;321 722 544;321 723 430;ivo.zachar@gkolin.cz;josef.spudil@gkolin.cz;www.gkolin.cz;jypxc7x;PaedDr. Ivo Zachař;C00L11;ANO;
600015149; 47918594;2;CZ0713;7103;Základní škola a gymnázium města Konice, příspěvková organizace;ZŠ a gymnázium města Konice;Konice – ZŠ a gymnázium města Konice;Tyršova 609;Tyršova;609;;Konice;79852;Konice;Konice;582 302 670;582 302 689;reditelna@gymnazium-konice.cz;;http://www.gymnazium-konice.cz;;Mgr. Eva Obrusníková;B00C00G21G22L11;ANO;
600007332; 49518925;7;CZ0206;2111;Dvořákovo gymnázium a Střední odborná škola ekonomická, Kralupy nad Vltavou, Dvořákovo náměstí 800;Dvořákovo gymnázium a SOŠ ekonomická;Kralupy nad Vltavou – Dvořákovo gymnázium a SOŠ ekonomická;Dvořákovo nám. 800/9;Dvořákovo nám.;800;9;Kralupy nad Vltavou;27801;Kralupy nad Vltavou;Kralupy nad Vltavou;315 727 311;není;info@dgkralupy.cz;;http://www.dgkralupy.cz;;RNDr. Andrej Plecháček;C00L11;ANO;
600007359; 00641014;7;CZ0206;2111;Střední odborná škola a Střední odborné učiliště, Kralupy nad Vltavou, Cesta brigádníků 693;SOŠ a SOU;Kralupy nad Vltavou – SOŠ a SOU;Cesta brigádníků 693;Cesta brigádníků;693;;Lobeček;27801;Kralupy nad Vltavou;Kralupy nad Vltavou;315 727 221;není;sekretariat@edukra.cz;binkova@edukra.cz;http://www.edukra.cz;;Mgr. Dagmar Binková;C00H22L11;ANO;
600016056; 00601349;7;CZ0801;8114;Gymnázium, Krnov, příspěvková organizace;Gymnázium;Krnov – Gymnázium Smetanův okruh;Smetanův okruh 19/2;Smetanův okruh;19;2;Pod Bezručovým vrchem;79401;Krnov;Krnov;554 610 664;není;sekretariat@gym-krnov.cz;;www.gymnasiumkrnov.cz;geufw6j;Mgr. Vladimír Schreier;C00;ANO;
600015033; 00226611;6;CZ0721;7203;Arcibiskupské gymnázium v Kroměříži;Arcibiskupské gymnázium v Kroměříži;Kroměříž – Arcibiskupské gymnázium v Kroměříži;Pilařova 3/3;Pilařova;3;3;Kroměříž;76701;Kroměříž;Kroměříž;573 501 111;573 342 543;agkm@agkm.cz;agkm@agkm.cz;www.agkm.cz;ns6hkxw;Mgr. Jan Košárek;C00G11G22H22L11M20;ANO;
600014941; 70843309;7;CZ0721;7203;Gymnázium Kroměříž;Gymnázium Kroměříž;Kroměříž – Gymnázium Kroměříž;Masarykovo náměstí 496/13;Masarykovo náměstí;496;13;Kroměříž;76701;Kroměříž;Kroměříž;577 544 813;není;gymkrom@gymkrom.cz;havela@gymkrom.cz;http://www.gymkrom.cz;hrwvau5;Mgr. Josef Havela;C00;ANO;
600001431; 70901619;6;CZ0426;4213;Biskupské gymnázium, Základní škola a Mateřská škola Bohosudov;Biskupské gymnázium, ZŠ a MŠ Bohosudov;Krupka – Biskupské gymnázium, ZŠ a MŠ Bohosudov;Koněvova 100;Koněvova;100;;Bohosudov;41742;Krupka;Krupka;417 862 507;není;info@bgbzs.cz;;http://www.bgbzs.cz;;Mgr. Bc. Jana Pucharová;A00B00C00G11G21G22L13;ANO;
600015572; 25323822;5;CZ0722;7207;Soukromé gymnázium, střední odborná škola a jazyková škola s právem státní jazykové zkoušky, s.r.o.;Soukr.gymnázium, SOŠ a JŠ se SJZ, s.r.o.;Kunovice – Soukr.gymnázium, SOŠ a JŠ se SJZ, s.r.o.;Osvobození 699;Osvobození;699;;Kunovice;68604;Kunovice;Kunovice;572 548 198 ,773621649;není;ssos@edukomplex.cz;epi@edukomplex.cz;https://stredni.cz/;;Ing. Iva Matušíková, DiS., B.B.S., MBA;C00F20G40;ANO;
691006199; 02457105;6;CZ0205;2112;Církevní gymnázium v Kutné Hoře;Církevní gymnázium;Kutná Hora – Církevní gymnázium;Jiřího z Poděbrad 288/13;Jiřího z Poděbrad;288;13;Kutná Hora-Vnitřní Město;28401;Kutná Hora;Kutná Hora;327 512 214;není;skola@cgym-kh.cz;liskova@cgym-kh.cz;http://www.cgym-kh.cz;;PhDr. Stanislava Lisková;C00G22;ANO;
600007219; 61924032;7;CZ0205;2112;Gymnázium Jiřího Ortena, Kutná Hora, Jaselská 932;Gymnázium Jiřího Ortena;Kutná Hora – Gymnázium Jiřího Ortena;Jaselská 932;Jaselská;932;;Žižkov;28401;Kutná Hora;Kutná Hora;327 586 140;327 514 578;vladislav.slavicek@gymkh.eu;sekretariat@gymkh.eu;www.gymkh.cz;sqgxkgp;RNDr. Vladislav Slavíček;C00L11;ANO;
